[시트: 거래내역조회 (보통예금)]
거래내역조회 (보통예금)
예금주: 한빛나루
계좌번호: 000-0000-0000-79 (가상은행)
조회기간: 2026.05.01 ~ 2026.05.31
조회일시: 2026.06.01 09:12
단위: 원
거래일시	적요	출금액	입금액	잔액
2026.05.02 09:08	전기요금	1,430,000	14,780,000
2026.05.02 16:13	세금계산서입금	1,680,000	15,130,000
2026.05.03 10:27	전기요금	330,000	16,210,000
2026.05.04 11:15	온라인매출정산	1,690,000	13,090,000
2026.05.06 18:23	4대보험	1,420,000	19,840,000
2026.05.07 12:29	가상유통	1,350,000	14,710,000
2026.05.08 10:25	임대료	480,000	15,920,000
2026.05.08 13:59	카드대금	2,800,000	17,510,000
2026.05.08 17:25	4대보험	1,670,000	12,370,000
2026.05.09 15:08	4대보험	1,880,000	14,040,000
2026.05.10 16:45	4대보험	4,170,000	16,540,000
2026.05.13 12:40	4대보험	1,410,000	17,740,000
2026.05.18 12:03	카드대금	690,000	19,150,000
2026.05.18 16:47	온라인매출정산	1,590,000	18,420,000
2026.05.20 13:27	가상유통	1,270,000	16,470,000
2026.05.20 17:27	4대보험	2,860,000	13,350,000
2026.05.21 15:22	온라인매출정산	430,000	16,040,000
2026.05.23 09:14	전기요금	2,970,000	16,060,000
2026.05.23 13:32	임대료	370,000	16,810,000
2026.05.25 09:30	온라인매출정산	680,000	16,830,000
2026.05.25 15:55	임대료	4,400,000	16,400,000
2026.05.27 11:59	임대료	400,000	16,440,000
※ 본 내역은 인터넷뱅킹 조회 결과이며 증명서가 아닙니다.
